"Question Code","Category","Question Label","Question Readable","Year","Percent Response","Mean Response Per Question"
"Natfare","Welfare","Question 1","Spending too much on welfare",2000,0.407511737089202,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2002,0.4375,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2004,0.43906976744186,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2006,0.408396946564886,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2008,0.414266117969822,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2010,0.463013698630137,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2012,0.483098591549296,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2014,0.540393013100437,0.522745014548293
"Natfare","Welfare","Question 1","Spending too much on welfare",2016,0.461312438785504,0.522745014548293
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1973,0.261943986820428,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1974,0.253532834580216,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1975,0.290909090909091,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1976,0.297061159650516,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1977,0.302534750613246,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1978,0.307692307692308,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1980,0.287021630615641,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1982,0.247706422018349,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1983,0.225,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1984,0.190104166666667,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1985,0.24390243902439,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1986,0.199281867145422,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1987,0.180592991913747,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1988,0.212290502793296,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1989,0.196277495769882,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1990,0.18568665377176,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1991,0.186170212765957,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1993,0.193656093489149,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1994,0.258407079646018,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1996,0.258252427184466,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",1998,0.217961654894046,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2000,0.190133607399794,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2002,0.216,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2004,0.181547619047619,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2006,0.192660550458716,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2008,0.146884272997033,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2010,0.215686274509804,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2012,0.178125,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2014,0.176190476190476,0.230702840631919
"Natrace","Welfare","Question 2","Improving the conditions of blacks",2016,0.12262156448203,0.230702840631919
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1973,0.235756385068762,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1975,0.207677165354331,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1976,0.213746223564955,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1978,0.19216277317257,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1980,0.145638629283489,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1983,0.152847873107426,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1984,0.124794745484401,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1986,0.141348497156783,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1987,0.118487394957983,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1988,0.12958435207824,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1989,0.110982658959538,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1990,0.124128312412831,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1991,0.0827250608272506,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1993,0.0703575547866205,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1994,0.0942028985507246,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1996,0.0760309278350515,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",1998,0.0733695652173913,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2000,0.0692464358452139,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2002,0.0687237026647966,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2004,0.074235807860262,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2006,0.0690883190883191,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2008,0.0924124513618677,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2010,0.0911736178467507,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2012,0.0960743801652893,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2014,0.0932475884244373,0.117997375593015
"Polabuse","Police Relations","Question 2","Citizen said vulgar or obscene things",2016,0.108587650816182,0.117997375593015
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1973,0.786885245901639,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1975,0.791009463722397,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1976,0.817212490479817,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1978,0.824961948249619,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1980,0.781446540880503,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1983,0.821114369501466,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1984,0.743631881676253,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1986,0.778239202657807,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1987,0.788888888888889,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1988,0.80125786163522,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1989,0.779393939393939,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1990,0.770773638968481,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1991,0.73,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1993,0.804705882352941,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1994,0.776137761377614,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1996,0.741379310344828,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",1998,0.7336578581363,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2000,0.72356599861783,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2002,0.762886597938144,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2004,0.76311844077961,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2006,0.765988372093023,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2008,0.749498997995992,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2010,0.72972972972973,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2012,0.746875,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2014,0.732172470978441,0.770230421067069
"Polhitok","Police Relations","Question 3","Ever approve of police striking citizen",2016,0.76657060518732,0.770230421067069
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1973,0.0825958702064897,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1975,0.0796890184645287,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1976,0.0758827948910594,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1978,0.0817417876241406,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1980,0.0809968847352025,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1983,0.0914326853851692,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1984,0.0871710526315789,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1986,0.0861088545897644,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1987,0.100252737994945,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1988,0.0785276073619632,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1989,0.073512252042007,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1990,0.1,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1991,0.0548112058465286,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1993,0.0614849187935035,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1994,0.0658938377059182,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1996,0.0472186287192755,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",1998,0.0483321987746766,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2000,0.0548780487804878,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2002,0.0847457627118644,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2004,0.0806451612903226,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2006,0.0945273631840796,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2008,0.118217054263566,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2010,0.109251968503937,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2012,0.116615067079463,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2014,0.122069523039612,0.0843422250699761
"Polmurdr","Police Relations","Question 4","Citizen questioned as murder suspect",2016,0.135327635327635,0.0843422250699761
"Racdif1","Employment","Question 2","Differences due to discrimination",1977,0.589159465828751,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1985,0.585992217898833,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1986,0.596707818930041,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1988,0.611959287531807,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1989,0.623762376237624,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1990,0.632934682612695,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1991,0.65,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1993,0.62877030162413,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1994,0.640077821011673,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1996,0.654387139986604,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",1998,0.680575539568345,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2000,0.666173205033309,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2002,0.689556509298999,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2004,0.701729106628242,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2006,0.687409551374819,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2008,0.686796315250768,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2010,0.680272108843537,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2012,0.678762006403415,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2014,0.706172839506173,0.64891554313027
"Racdif1","Employment","Question 2","Differences due to discrimination",2016,0.616366366366366,0.64891554313027
"Racdif2","Employment","Question 3","Differences due to inborn disability",1977,0.258089976322021,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1985,0.214229867083659,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1986,0.207813798836243,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1988,0.20584498094028,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1989,0.186813186813187,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1990,0.18970189701897,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1991,0.15609756097561,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1993,0.116912599318956,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1994,0.135463258785942,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1996,0.0992767915844839,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",1998,0.09985935302391,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2000,0.120403749098774,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2002,0.1169757489301,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2004,0.0773558368495077,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2006,0.0767045454545455,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2008,0.0961923847695391,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2010,0.0917782026768642,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2012,0.078125,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2014,0.0724165988608625,0.132176234979973
"Racdif2","Employment","Question 3","Differences due to inborn disability",2016,0.0662251655629139,0.132176234979973
"Racdif3","Employment","Question 4","Differences due to lack of education",1977,0.493769470404984,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1985,0.480886850152905,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1986,0.486906710310966,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1988,0.482278481012658,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1989,0.470944309927361,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1990,0.479674796747967,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1991,0.482014388489209,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1993,0.464902186421174,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1994,0.512086513994911,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1996,0.55511811023622,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",1998,0.571125265392781,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2000,0.552498189717596,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2002,0.572246065808298,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2004,0.598853868194842,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2006,0.557692307692308,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2008,0.540785498489426,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2010,0.538387715930902,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2012,0.568730325288562,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2014,0.573061224489796,0.524429822611479
"Racdif3","Employment","Question 4","Differences due to lack of education",2016,0.494440326167532,0.524429822611479
"Racdif4","Employment","Question 5","Differences due to lack of will",1977,0.660031847133758,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1985,0.603137254901961,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1986,0.641903171953255,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1988,0.612820512820513,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1989,0.627160493827161,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1990,0.643720930232558,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1991,0.60519801980198,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1993,0.540925266903915,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1994,0.550620509470934,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1996,0.520734194425561,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",1998,0.46780162842339,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2000,0.505651846269781,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2002,0.498520710059172,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2004,0.502915451895044,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2006,0.495639534883721,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2008,0.516992790937178,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2010,0.488692232055064,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2012,0.484913793103448,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2014,0.440957886044591,0.538391349970345
"Racdif4","Employment","Question 5","Differences due to lack of will",2016,0.415349887133183,0.538391349970345
"Racfew","Education","Question 1","Children to school with opposite race",1972,0.0719101123595506,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1974,0.0507416081186573,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1975,0.0692307692307692,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1977,0.0729323308270677,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1978,0.0478325859491779,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1982,0.0588235294117647,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1983,0.050641940085592,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1985,0.0437076111529766,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1986,0.0516545601291364,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1988,0.0416156670746634,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1989,0.0379596678529063,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1990,0.0289473684210526,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1991,0.0305164319248826,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1993,0.0398671096345515,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1994,0.0346320346320346,0.0487753041814994
"Racfew","Education","Question 1","Children to school with opposite race",1996,0.0241116751269036,0.0487753041814994
"Rachaf","Education","Question 2","Children to school half opposite race",1972,0.177685950413223,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1974,0.251269035532995,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1975,0.228159457167091,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1977,0.188741721854305,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1978,0.199036918138042,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1982,0.187343880099917,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1983,0.200153374233129,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1985,0.185096153846154,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1986,0.206086956521739,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1988,0.178525226390686,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1989,0.196969696969697,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1990,0.183918669131238,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1991,0.169950738916256,0.190209630433541
"Rachaf","Education","Question 2","Children to school half opposite race",1993,0.168257756563246,0.190209630433541
